Local Date of Joining,Designation,Status,Market Unit,SkillList,Location
02/04/2015,CONSULTANT,Billable,BANK,Java,Gurgaon
30/04/2015,CONSULTANT,Billable,BANK,J2EE,Noida
01/07/2015,DIRECTOR,Billable,OTHER,Testing Manual,Hartford
08/09/2015,MANAGER,Billable,OTHER,Mainframe DB2,Gurgaon
05/05/2010,SENIOR CONSULTANT,Billable,BANK,"Java,Spring",Pune
28/03/2016,SENIOR CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
26/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Dispute Management,(D) Cards",Gurgaon
01/06/2015,SENIOR CONSULTANT,Billable,#N/A,"(D) Cards,Dispute Management",Bhubaneswar
27/03/2014,ASSOCIATE CONSULTANT,Billable,#N/A,"(D) Cards,Dispute Management",Pune
26/05/2015,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Unix Shellscript",Noida
01/10/2012,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Unix Shellscript",Bhubaneswar
31/07/2014,CONSULTANT,Billable,OTHER,"Windows Batch, ksh (Unix/Linux), Perl,Java/Perl",Chennai
10/09/2015,SENIOR SOFTWARE ENGINEER,Billable,OTHER,Mainframe DB2,Bhubaneswar
07/05/2010,VICE PRESIDENT,Billable,BANK,Java,Pune
30/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Hadoop,Noida
29/08/2008,CONSULTANT,Billable,BANK,Java,Gurgaon
05/01/2015,SENIOR CONSULTANT,Billable,BANK,Angular.js,Hartford
09/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Unix Shellscript,English",Pune
01/07/2010,VICE PRESIDENT,Bench,BANK,IBM BPM,Bhubaneswar
24/08/2015,CONSULTANT,Billable,BANK,HP Exstream,Noida
29/08/2013,ASSOCIATE CONSULTANT,Billable,OTHER,"Unix,Ab Initio,Teradata,Hadoop",Chennai
08/09/2014,MANAGER,Billable,OTHER,Mainframe DB2,Pune
06/08/2016,SENIOR CONSULTANT,Billable,BANK,J2EE,Noida
27/10/2013,SENIOR MANAGER,Billable,BANK,J2EE,Gurgaon
17/02/2011,CONSULTANT,Billable,BANK,Java,Chennai
04/10/2011,SENIOR CONSULTANT,Billable,BANK,Java,Hartford
09/08/2012,SENIOR CONSULTANT,Billable,BANK,Falcon,Noida
05/11/2012,SENIOR CONSULTANT,Billable,OTHER,Testing Manual,Pune
20/05/2013,CONSULTANT,Billable,OTHER,Mainframe DB2,Bangalore
17/03/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Mainframe applications,Noida
24/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,HP Exstream,Pune
21/07/2014,SENIOR CONSULTANT,Billable,OTHER,Test Environment Management,Hartford
31/07/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Pune
13/04/2015,ASSOCIATE CONSULTANT,Billable,INS,Agile,Bhubaneswar
24/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire,Hyderabad
10/03/2018,SENIOR MANAGER,Billable,OTHER,PL SQL,Gurgaon
11/06/2012,SENIOR CONSULTANT,Billable,OTHER,PL SQL,Hyderabad
22/12/2011,SENIOR DIRECTOR,Bench,OTHER,PL SQL,Gurgaon
08/07/2013,MANAGER,Bench,OTHER,Performance Testing,Pune
22/02/2016,SENIOR MANAGER,Bench,OTHER,PL SQL,Bhubaneswar
30/09/2017,SENIOR CONSULTANT,Billable,OTHER,Test Environment Management,Hartford
03/03/2018,SENIOR CONSULTANT,Billable,OTHER,Test Environment Management,Hartford
16/04/2012,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hartford
18/03/2013,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Gurgaon
03/02/2018,CONSULTANT,Billable,BANK,Informatica BI,Chennai
30/05/2013,CONSULTANT,Billable,OTHER,Test Environment Management,Gurgaon
17/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Pune
21/09/2017,SENIOR MANAGER,Billable,BANK,Informatica BI,Noida
08/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
02/02/2015,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Gurgaon
06/04/2015,CONSULTANT,Billable,BANK,Informatica BI,Hartford
08/06/2015,SENIOR MANAGER,Billable,BANK,Informatica BI,Hartford
24/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Gurgaon
13/01/2014,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Bangalore
24/09/2003,DIRECTOR,Billable,BANK,Informatica BI,Noida
19/01/2015,SENIOR SOFTWARE ENGINEER,Billable,OTHER,PL SQL,Pune
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,PL SQL,Pune
10/09/2015,CONSULTANT,Billable,OTHER,PL SQL,Pune
19/08/2011,MANAGER,Billable,OTHER,MongoDB,Hartford
16/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Data Warehousing,Pune
12/02/2018,CONSULTANT,Billable,OTHER,SQL,Pune
26/05/2014,ASSOCIATE CONSULTANT,Billable,OTHER,SQL,Pune
05/10/2006,MANAGER,Billable,OTHER,Selenium,Bhubaneswar
20/11/2017,MANAGER,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Noida
17/09/2012,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Gurgaon
21/03/2013,CONSULTANT,Billable,BANK,Guidewire,Gurgaon
15/06/2014,SENIOR CONSULTANT,Billable,BANK,Guidewire,Gurgaon
03/07/2014,CONSULTANT,Billable,BANK,Guidewire,Chennai
16/10/2017,MANAGER,Billable,OTHER,Test Environment Management,Chennai
09/04/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Network & System Connectivity,Gurgaon
30/03/2018,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Gurgaon
08/04/2010,CONSULTANT,Billable,OTHER,Thunderhead,Bhubaneswar
12/07/2007,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Bangalore
29/09/2014,SENIOR MANAGER,Billable,OTHER,Thunderhead,Noida
14/07/2017,MANAGER,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Bhubaneswar
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Bhubaneswar
21/02/2011,SENIOR CONSULTANT,Billable,BANK,"Java (Multi Skilled),Java,Mulesoft ESB",Bhubaneswar
29/11/2012,SENIOR CONSULTANT,Billable,BANK,ETL,Gurgaon
12/04/2014,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
29/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Bhubaneswar
15/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Noida
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,MongoDB,Gurgaon
20/05/2013,ASSOCIATE CONSULTANT,Billable,OTHER,MongoDB,Bhubaneswar
15/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire PolicyCenter,Gurgaon
29/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Pune
10/08/2009,MANAGER,Billable,BANK,Guidewire ClaimCenter,Bhubaneswar
03/11/2014,CONSULTANT,Billable,BANK,Guidewire,Gurgaon
07/05/2015,CONSULTANT,Billable,BANK,Guidewire,Chennai
27/10/2014,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire,Bhubaneswar
27/11/2014,CONSULTANT,Billable,BANK,Guidewire,Bhubaneswar
24/11/2014,CONSULTANT,Billable,BANK,Guidewire,Chennai
21/12/1995,MANAGER,Bench,BANK,Guidewire,Bhubaneswar
18/02/2006,SENIOR MANAGER,Bench,BANK,Guidewire,Noida
26/06/2017,SENIOR MANAGER,Bench,BANK,Guidewire,Gurgaon
15/03/2014,MANAGER,Bench,BANK,Guidewire,Bhubaneswar
24/06/2005,DIRECTOR,Billable,BANK,Guidewire,Noida
03/07/2017,MANAGER,Billable,OTHER,Mulesoft ESB,Gurgaon
29/02/2016,MANAGER,Billable,OTHER,Mulesoft ESB,Gurgaon
01/05/2017,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
28/02/2015,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Gurgaon
01/05/2007,SENIOR MANAGER,Billable,BANK,Informatica PowerCenter,Bhubaneswar
25/05/2015,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Bhubaneswar
27/04/2015,SENIOR CONSULTANT,Billable,#N/A,(T) Data and Semantic Modelling,Gurgaon
03/03/2008,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
01/05/2008,SENIOR DIRECTOR,Billable,BANK,Informatica BI,Chennai
29/09/2015,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hyderabad
27/06/2016,PORTFOLIO MANAGER,Billable,BANK,Informatica BI,Gurgaon
01/01/2015,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Gurgaon
31/03/2018,SENIOR CONSULTANT,Billable,OTHER,Mulesoft API,Pune
18/01/2010,MANAGER,Billable,OTHER,Oracle Enterprise Architecture,Bhubaneswar
06/04/2010,DIRECTOR,Billable,OTHER,Oracle Enterprise Architecture,Noida
03/03/2014,CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
01/08/2017,SENIOR CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Noida
21/06/2010,MANAGER,Billable,BANK,Guidewire ClaimCenter,Gurgaon
07/12/2015,MANAGER,Billable,BANK,Guidewire ClaimCenter,Pune
10/12/2012,MANAGER,Billable,BANK,Guidewire PolicyCenter,Pune
23/08/2010,MANAGER,Billable,BANK,Guidewire PolicyCenter,Noida
05/08/2013,PORTFOLIO MANAGER,Billable,BANK,Guidewire PolicyCenter,Hyderabad
30/08/2010,CONSULTANT,Billable,INS,".Net 3.6,Project Management Framework",Bhubaneswar
20/09/2010,SENIOR CONSULTANT,Billable,OTHER,Mainframe DB2,Noida
13/12/2010,MANAGER,Billable,OTHER,Scrum,Chennai
21/12/2013,MANAGER,Billable,OTHER,Selenium,Gurgaon
09/06/2011,SENIOR CONSULTANT,Billable,OTHER,Pega,Pune
09/01/2012,MANAGER,Billable,OTHER,SQL Server 2012,Gurgaon
03/05/2012,ASSOCIATE CONSULTANT,Billable,BANK,C# .NET,Chennai
11/09/2017,CONSULTANT,Billable,INS,".Net with MVC,C# .NET",Pune
02/07/2012,MANAGER,Billable,BANK,"C# .NET,.Net with MVC",Noida
09/07/2012,DIRECTOR,Billable,BANK,C# .NET,Hartford
09/07/2012,SENIOR CONSULTANT,Billable,BANK,C# .NET,Noida
26/07/2012,MANAGER,Billable,BANK,C# .NET,Bangalore
10/09/2012,ASSOCIATE CONSULTANT,Billable,BANK,C# .NET,Hartford
10/09/2012,CONSULTANT,Billable,BANK,C# .NET,Hyderabad
27/09/2012,SENIOR CONSULTANT,Billable,BANK,"C# .NET,.Net with MVC",Hyderabad
31/05/2016,SENIOR CONSULTANT,Billable,BANK,"Capital markets - Wealth Management,Business Analytics",Gurgaon
27/03/2017,SENIOR CONSULTANT,Billable,OTHER,UiPath,Pune
17/01/2013,SENIOR CONSULTANT,Billable,OTHER,UiPath,Pune
24/06/2015,DIRECTOR,Billable,OTHER,UiPath,Chennai
04/02/2013,MANAGER,Billable,OTHER,UiPath,Pune
01/10/2017,MANAGER,Billable,OTHER,UiPath,Hartford
11/02/2013,ASSOCIATE CONSULTANT,Billable,OTHER,UiPath,Gurgaon
28/03/2016,CONSULTANT,Billable,OTHER,UiPath,Bhubaneswar
17/04/2017,ASSOCIATE CONSULTANT,Billable,OTHER,UiPath,Hyderabad
17/07/2017,CONSULTANT,Billable,OTHER,UiPath,Pune
08/05/2017,SENIOR CONSULTANT,Billable,OTHER,UiPath,Bangalore
15/04/2013,ASSOCIATE CONSULTANT,Billable,OTHER,UiPath,Hartford
25/04/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Microsoft,Hartford
16/06/2015,CONSULTANT,Billable,OTHER,Microsoft SQL Server Integration Services (SSIS),Pune
06/05/2013,CONSULTANT,Billable,OTHER,Regression Testing,Bhubaneswar
27/06/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Regression Testing,Hyderabad
27/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Hartford
01/07/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Gurgaon
29/07/2013,CONSULTANT,Billable,BANK,Informatica PowerCenter,Noida
12/08/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Pune
05/07/2016,MANAGER,Billable,OTHER,Tableau,Gurgaon
05/09/2013,SENIOR CONSULTANT,Billable,OTHER,Test Management,Bangalore
26/09/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Pune
07/10/2013,MANAGER,Billable,BANK,Informatica PowerCenter,Hyderabad
30/09/2013,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Bhubaneswar
13/06/2015,PORTFOLIO MANAGER,Billable,OTHER,OpenText,Pune
07/10/2013,CONSULTANT,Billable,BANK,Insurance,Gurgaon
17/10/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Bangalore
28/10/2013,SENIOR CONSULTANT,Billable,OTHER,Tableau,Bhubaneswar
11/11/2013,CONSULTANT,Billable,#N/A,(T) Data and Semantic Modelling,Noida
14/11/2013,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter ETL,Pune
25/11/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Gurgaon
23/12/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Gurgaon
23/12/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Bhubaneswar
27/01/2014,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Noida
03/02/2014,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Noida
10/02/2014,CONSULTANT,Billable,BANK,Informatica PowerCenter ETL,Gurgaon
02/02/2015,SENIOR MANAGER,Billable,OTHER,Thunderhead,Noida
10/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Bhubaneswar
10/03/2014,ASSOCIATE CONSULTANT,Billable,OTHER,OBIEE,Bhubaneswar
27/03/2014,CONSULTANT,Billable,BANK,Autosys Job Scheduling,Gurgaon
14/04/2014,CONSULTANT,Billable,OTHER,OpenText,Pune
21/04/2014,CONSULTANT,Billable,BANK,Informatica PowerCenter,Bangalore
06/07/2015,CONSULTANT,Billable,BANK,Informatica PowerCenter,Hartford
02/06/2014,CONSULTANT,Billable,BANK,Informatica PowerCenter,Bhubaneswar
16/06/2014,MANAGER,Billable,BANK,Java (Multi Skilled),Gurgaon
22/07/2014,CONSULTANT,Billable,OTHER,Salesforce (Technical),Pune
11/08/2014,ASSOCIATE CONSULTANT,Billable,INS,.Net with MVC,Noida
08/09/2014,CONSULTANT,Billable,INS,.Net with MVC,Bhubaneswar
18/09/2014,CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
10/11/2014,CONSULTANT,Billable,BANK,Java (Multi Skilled),Bhubaneswar
13/11/2014,CONSULTANT,Billable,BANK,Java (Multi Skilled),Hyderabad
20/11/2014,SENIOR SOFTWARE ENGINEER,Billable,BANK,Java (Multi Skilled),Bangalore
01/12/2014,CONSULTANT,Billable,BANK,Java (Multi Skilled),Bhubaneswar
15/12/2014,MANAGER,Billable,BANK,Informatica BI,Gurgaon
15/12/2014,CONSULTANT,Billable,INS,.Net with MVC,Bhubaneswar
12/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Hyderabad
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
16/02/2015,CONSULTANT,Billable,BANK,Java (Multi Skilled),Hyderabad
23/02/2015,CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Noida
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
16/03/2015,MANAGER,Billable,OTHER,Siebel,Bhubaneswar
16/03/2015,CONSULTANT,Billable,OTHER,Siebel,Noida
10/06/2017,CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
24/10/2016,SENIOR CONSULTANT,Billable,OTHER,Siebel,Noida
06/04/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Siebel,Gurgaon
01/01/2018,CONSULTANT,Billable,BANK,Informatica PowerCenter,Pune
15/08/2017,MANAGER,Billable,BANK,Informatica PowerCenter,Pune
17/04/2017,CONSULTANT,Billable,BANK,Informatica PowerCenter,Noida
11/05/2015,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Hyderabad
08/06/2015,CONSULTANT,Billable,OTHER,OBIEE,Bhubaneswar
06/07/2015,VICE PRESIDENT,Billable,OTHER,OBIEE,Noida
13/07/2015,SENIOR MANAGER,Billable,OTHER,OBIEE,Chennai
27/07/2015,CONSULTANT,Billable,OTHER,OBIEE,Gurgaon
03/08/2015,SENIOR CONSULTANT,Billable,OTHER,OBIEE,Pune
03/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,OBIEE,Gurgaon
10/08/2015,CONSULTANT,Billable,OTHER,OBIEE,Chennai
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter ETL,Pune
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Autosys Job Scheduling,Noida
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter ETL,Hartford
20/08/2015,CONSULTANT,Billable,BANK,Autosys Job Scheduling,Noida
24/08/2015,ASSOCIATE CONSULTANT,Billable,#N/A,(T) Testing Tools / Testing Automation / Performance Testing Tools,Bangalore
27/08/2015,ASSOCIATE CONSULTANT,Billable,#N/A,(T) Testing Tools / Testing Automation / Performance Testing Tools,Hartford
28/08/2015,MANAGER,Billable,#N/A,(T) Data Integration,Hyderabad
07/09/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Hyderabad
14/09/2015,CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
28/09/2015,SENIOR CONSULTANT,Billable,BANK,Angular.js,Pune
21/09/2015,ASSOCIATE CONSULTANT,Billable,#N/A,(T) Data Integration,Pune
11/02/2014,SENIOR CONSULTANT,Billable,#N/A,(T) Data Integration,Chennai
01/12/2007,DIRECTOR,Bench,BANK,Angular.js,Pune
07/06/2007,SENIOR CONSULTANT,Billable,OTHER,Perfecto Mobile Cloud,Hartford
06/02/2017,SENIOR CONSULTANT,Billable,OTHER,Perfecto Mobile Cloud,Gurgaon
02/03/2015,SENIOR CONSULTANT,Billable,OTHER,Perfecto Mobile Cloud,Bhubaneswar
15/10/2016,SENIOR CONSULTANT,Billable,OTHER,Perfecto Mobile Cloud,Hyderabad
29/12/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Perfecto Mobile Cloud,Pune
27/06/2016,PORTFOLIO MANAGER,Bench,OTHER,Perfecto Mobile Cloud,Bangalore
24/03/2012,DIRECTOR,Bench,OTHER,"PL SQL,ETL",Hartford
24/03/2010,SENIOR MANAGER,Bench,OTHER,OBIEE,Hartford
28/05/2007,PORTFOLIO MANAGER,Billable,OTHER,"Siebel,OBIEE",Pune
20/02/2017,SENIOR MANAGER,Billable,BANK,Banking,Bhubaneswar
21/07/2017,DIRECTOR,Billable,OTHER,Vision Plus,Hyderabad
21/03/2011,PORTFOLIO MANAGER,Billable,OTHER,V+,Hartford
31/10/2015,SENIOR CONSULTANT,Billable,OTHER,V+,Gurgaon
16/06/2011,SENIOR CONSULTANT,Billable,OTHER,V+,Noida
25/08/2011,SENIOR CONSULTANT,Billable,OTHER,Salesforce (Functional),Pune
12/12/2011,SENIOR CONSULTANT,Billable,OTHER,Salesforce (Functional),Gurgaon
26/04/2012,SENIOR CONSULTANT,Billable,OTHER,Scrum,Bangalore
30/07/2012,SENIOR MANAGER,Billable,BANK,Angular.js,Pune
01/11/2012,CONSULTANT,Billable,OTHER,"Unix,Java",Hyderabad
01/07/2015,CONSULTANT,Billable,OTHER,"Unix,Java",Bhubaneswar
14/01/2013,MANAGER,Billable,BANK,"Java,Unix",Pune
18/02/2013,PORTFOLIO MANAGER,Billable,BANK,Angular.js,Gurgaon
24/06/2013,MANAGER,Billable,BANK,Angular.js,Bangalore
26/09/2013,SENIOR MANAGER,Billable,BANK,Angular.js,Bhubaneswar
30/12/2013,ASSOCIATE CONSULTANT,Billable,OTHER,V+,Noida
24/02/2014,ASSOCIATE CONSULTANT,Billable,OTHER,V+,Pune
23/06/2014,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Gurgaon
29/09/2014,CONSULTANT,Billable,OTHER,Vision Plus,Gurgaon
30/10/2014,CONSULTANT,Billable,OTHER,Vision Plus,Bhubaneswar
10/11/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Vision Plus,Noida
22/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Vision Plus,Noida
22/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Vision Plus,Gurgaon
30/04/2015,CONSULTANT,Billable,OTHER,VisionPlus CMS,Noida
10/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Bhubaneswar
03/09/2015,CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Bhubaneswar
28/09/2015,ASSOCIATE CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Gurgaon
01/12/2014,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Pune
10/07/2014,ASSOCIATE CONSULTANT,Billable,BANK,ETL,Bangalore
01/08/2011,SENIOR DIRECTOR,Billable,BANK,"ETL,Informatica BI",Hartford
31/03/2014,CONSULTANT,Billable,OTHER,Thunderhead,Bhubaneswar
30/06/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Thunderhead,Gurgaon
26/08/2013,SENIOR CONSULTANT,Billable,OTHER,Thunderhead,Pune
20/10/2014,CONSULTANT,Billable,OTHER,Thunderhead,Noida
26/02/2018,CONSULTANT,Billable,OTHER,Thunderhead,Bhubaneswar
26/11/2012,ASSOCIATE CONSULTANT,Billable,OTHER,Thunderhead,Gurgaon
16/09/2013,CONSULTANT,Billable,BANK,Guidewire ClaimCenter,Bhubaneswar
31/05/2014,MANAGER,Bench,BANK,Guidewire ClaimCenter,Hyderabad
20/01/2014,MANAGER,Billable,OTHER,"VisionPlus (Base I),(T) Mainframe Development Technologies",Bangalore
07/04/2014,CONSULTANT,Billable,OTHER,"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics",Bhubaneswar
16/03/2015,SENIOR CONSULTANT,Billable,OTHER,"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics",Gurgaon
10/11/2014,SENIOR MANAGER,Billable,BANK,Informatica BI,Bhubaneswar
07/08/2017,CONSULTANT,Billable,BANK,"Business Objects,Unix,Oracle RDBMS,Informatica PowerCenter",Hyderabad
06/05/2013,CONSULTANT,Billable,BANK,"Informatica BI,BigData,Java (Multi Skilled),Java,Hadoop",Gurgaon
25/06/2012,MANAGER,Billable,BANK,Informatica PowerCenter,Pune
13/02/2017,CONSULTANT,Billable,BANK,Informatica PowerCenter,Hyderabad
05/05/2011,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Pune
02/09/2014,MANAGER,Billable,BANK,Java,Noida
16/10/2017,SENIOR CONSULTANT,Billable,OTHER,"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics",Noida
21/02/2015,SENIOR CONSULTANT,Billable,OTHER,"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics",Gurgaon
06/05/2013,ASSOCIATE CONSULTANT,Billable,OTHER,"Unix,Informatica BI,Oracle Analytics,Pivotal Greenplum",Noida
23/02/2015,SENIOR DIRECTOR,Billable,OTHER,"Unix,Informatica BI,Oracle Analytics,Pivotal Greenplum",Noida
20/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Gurgaon
04/08/2014,SENIOR MANAGER,Bench,BANK,Informatica PowerCenter,Noida
10/10/2013,ASSOCIATE CONSULTANT,Billable,BANK,Informatica PowerCenter,Pune
23/03/2015,SENIOR CONSULTANT,Billable,BANK,Informatica PowerCenter,Bhubaneswar
27/07/2013,MANAGER,Billable,BANK,Informatica PowerCenter,Bangalore
10/09/2012,MANAGER,Billable,BANK,Informatica PowerCenter,Noida
11/03/2013,CONSULTANT,Billable,BANK,"ASP.NET,ADO.NET",Noida
17/11/2014,ASSOCIATE CONSULTANT,Billable,BANK,"ASP.NET,Microsoft SQL Server,ADO.NET",Hartford
10/01/2013,MANAGER,Billable,INS,.Net (WPF),Bangalore
21/11/2005,SENIOR CONSULTANT,Billable,INS,.Net (WPF),Pune
06/07/2010,DIRECTOR,Billable,INS,.Net (WPF),Pune
01/01/2011,SENIOR MANAGER,Billable,OTHER,"Testing Manual,Test Automation",Bangalore
30/09/2013,ASSOCIATE CONSULTANT,Billable,INS,.Net (WPF),Hartford
07/06/2010,DIRECTOR,Billable,OTHER,Salesforce (Technical),Bhubaneswar
19/05/2014,SENIOR DIRECTOR,Billable,OTHER,"Testing Manual,Test Automation",Gurgaon
11/09/2017,CONSULTANT,Billable,OTHER,"Testing Manual,Test Automation",Pune
24/04/2017,MANAGER,Billable,OTHER,"Testing Manual,Test Automation",Noida
04/11/2013,SENIOR CONSULTANT,Billable,OTHER,Salesforce (Technical),Bhubaneswar
25/03/2010,SENIOR MANAGER,Bench,OTHER,Test Automation,Gurgaon
06/01/2014,MANAGER,Billable,OTHER,Selenium,Bhubaneswar
21/07/2014,SENIOR MANAGER,Billable,OTHER,Selenium,Hyderabad
17/02/2015,SENIOR MANAGER,Bench,OTHER,Salesforce (Technical),Bangalore
10/03/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Testing Manual,Bhubaneswar
29/09/2014,SENIOR CONSULTANT,Billable,OTHER,Scrum,Gurgaon
01/10/2012,SENIOR CONSULTANT,Billable,OTHER,UAT,Bhubaneswar
08/10/2007,SENIOR CONSULTANT,Billable,OTHER,Selenium,Hyderabad
30/05/2016,CONSULTANT,Billable,BANK,"Java,J2EE,CTI",Gurgaon
12/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,PL SQL,Pune
05/08/2013,SENIOR CONSULTANT,Billable,OTHER,"PYTHON,SQL,Cloud,Java",Hyderabad
22/06/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Cloud,SQL,Java",Pune
05/05/2011,SENIOR MANAGER,Billable,BANK,"Cloud,PYTHON,SQL,Java",Noida
01/07/2014,MANAGER,Billable,BANK,"Java,J2EE",Noida
28/05/2012,CONSULTANT,Billable,BANK,"Java,COBOL",Gurgaon
10/08/2009,MANAGER,Billable,BANK,Java,Noida
26/06/2014,CONSULTANT,Billable,OTHER,"SQL,Java (Multi Skilled),Java",Noida
25/02/2008,SENIOR CONSULTANT,Billable,OTHER,"SQL,Java (Multi Skilled),Java",Gurgaon
12/04/2010,SENIOR CONSULTANT,Billable,INS,".Net 3.0 ( WCF.WPF,WF)",Noida
03/11/2011,CONSULTANT,Billable,BANK,Core Java,Pune
07/09/2009,PORTFOLIO MANAGER,Billable,BANK,"ETL,Data Warehousing",Bhubaneswar
11/06/2007,MANAGER,Billable,OTHER,Test Reporting,Bangalore
